"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Gran Turismo","joshuahouchins","25 July 2023","Loved this movie! My wife and teenage daughter saw this in Regal Cinemas theater on 7/24/23, a few weeks before the release date. We bought tickets to a 'surprise' pre-screening and didn't know what we'd be seeing.What a great surprise! A little something for everyone. Great acting, great cast with Orlando Bloom and David Harbour. Our daughter liked Josh's Stradowski even though he's the bad guy in the movie.Overall definitely worth watching, good production, good storyline. I like that it was based on a true story. It holds your attention with good action, and also pulls on your heart strings without being overly deep.","
            9/10
            "
"Gran Turismo","malz-13196","3 November 2023","Remarkably predictable yet somehow still watchable. Unfortunately, it falls into the realm of complete unreality, characterised by a noticeable effort to impress that results in an odd casting choice. The production feels rushed, lacking the depth needed to engage viewers genuinely.While attempting to establish a connection with the characters, the film falls short in authenticity, at times bordering on the absurd. The narrative introduces a protagonist seemingly catapulted from a lifetime of bedroom isolation to sudden stardom and a near-death experience. Strangely, the parents, initially deeply invested in their child's life and future, inexplicably shift to mere onlookers via television, neglecting any personal visits until unrealistically late. A similar forced storyline unfolds with the girlfriend, contributing to the overall lack of sincerity.In performances by Bloom and Hounsou, one can't help but notice a decline in their usual high standards, and Halliwell might find more success in retirement.The film evokes a sense of those storyline videos often skipped in video games-perhaps a deliberate choice. However, despite its potential, it remains firmly in the category of a children's movie that could have been significantly improved with more thoughtful execution.","
            5/10
            "
"Gran Turismo","Gezzerboy","7 August 2023","I wasn't expecting much when I watched this tonight at a special cineworld screener.. Its a great film and an even better story.It's a lengthy film but the time flys, it's quite a staggering story in reality given they all were Sim Drivers....The acting isn't the best but the story itself is great and.the film moves along at a good pace with superb actions scenes. The cinema brings it alive with the noise of the cars, it just won't be the same watching it at home.. If youre going to see one fino this year in the cinema then I would say this is the one to go For. Enjoy and happy viewing....","
            9/10
            "
"Gran Turismo","rannynm","2 August 2023","A scintillating, exhilarating watch, Gran Turismo will hold your attention from start to finish with its well-written script, deep characters, and detailed and immersive graphics.The film follows Jann Mardenborough (Archie Madekwe), a teen from Cardiff, Wales, who's obsessed with the video game Gran Turismo. Jann's family doesn't really understand his passion and worries about him, especially since he dropped out of university because of his dream to be a racecar driver. When Jann is selected as one of 10 kids worldwide to compete in Nissan's GT Academy for a shot to be a professional racer, he must face tragedies, love, deceit, and so much more on the path to glory.The cast shines in this film. Archie Madekwe as Jann Mardenborough captures the emotions of a teen with big dreams and the fire inside him to pursue them. He comes across as emotionless in the first few scenes but warms up into his character-by the climax, you're sure to be rooting for Mardenborough. My other favorite character is David Harbour as Jack Salter, a tough character to play. He's a typical Hollywood coach, aggressive but a bit jaded because of his previous experience in racing. Over the course of the film, he warms up, which is where Harbour shines; the transformation from a brooding middle-aged has-been to a kind but fiery coach is spellbinding. The screenplay by Jason Hall and Zach Baylin enhances the film massively, as do the cinematography and graphics, as well as the monumental score by Lorne Balfe and Andrew Kawczynski. In every racing scene, you feel like you're in the car with Jann; my jaw was clenched throughout every hairpin turn. When the lights go green at the beginning of every race, the whole theater vibrates with the sound of the engine starting up.Gran Turismo promotes resilience. Every time Jann fails, Jack Salter (David Harbour), his trainer, pushes him to overcome the failure, get up, dust himself off, and move on to the next race. Interestingly, Salter starts off in the film by not believing in Jann or any of the other kids in the GT Academy. Jann's performance turns Salter into his most ardent supporter. Herein lies another message: proving your detractors wrong. Salter's belief in always doing the right thing puts him at odds with Nissan marketing executive Danny Moore (Orlando Bloom), but is another great takeaway. And of course, the core of the film is about achieving your dreams, no matter how unattainable they seem; when fate, fortune, and prowess align, you will find success. Parents should be aware of scenes with slightly foul language, one kissing scene, and one scene where kids drink and hang out in an industrial area and then have to run from the police.I give Gran Turismo 5 out of 5 stars and recommend it for ages 12 to 18, plus adults. Gran Turismo releases in theaters on August 11, 2023. By Eshaan M., KIDS FIRST!","
            10/10
            "
"Gran Turismo","iamianiman","10 August 2023","Based on the incredible true story, the film follows the life of Jann Mardenborough who was an avid gamer before his dream turned into a reality by becoming a car racer. What this film offers is something that can inspire everyone; both adults and children and both fans and non-fans of car racing alike. It is moving enough for you to care about the characters, it is inspiring enough for you to realize that it is never too late to achieve your dreams. It is stimulating to the point that you would want to play the titular game right after watching the movie.While the story is far from getting that Oscar nod, this film knows that's not what they're going for. It's not about telling the story in a very detailed way, unfolding each event or emotion scrupulously. It's about serving what the fans want. Fans of Gran Turismo and other-related car racing games like Need For Speed & Forza Horizon. And they did that very well. The film did an excellent job of identifying their audience and giving them exactly what they want; a good mixture of story and racing. What's even better is other audience would also enjoy this one as much as die-hard fans of GT.Almost half of the film's runtime is set in the car racing track. That's a lot. Watching the film, we know that Neill Blomkamp, the director of District 9 and Chappie did his research and study on a lot of stuff. There's a certain mood that he brought here. That nervous feeling you had when you wanted to pass your driving license? You would feel it again here. Those dangerous racing stunts you saw at the Le Mans race? You would see it here. That Playstation-trademarked sound and those Gran Turismo-customized symbols you would hear and see when playing the game? They're present here. Neill made sure you'll have the best experience in the racing track.And yes, you could feel the intensity of the racing scenes. This film gives you that standard upward graph, the further the film goes, the higher the intensity is, and the more heart pumping you will be as the film comes nearer to the end. Even the racing gets tougher and tougher as it progresses with more dangerous race courses filled with twists, turns & dips. Adding onto that, Neill was able to put the audience at the edge of their seats with the powerful camera works. There are some very excellent drone shots here that might just give you the boost for adrenaline rush.But... one problem we had during the racing scenes was that we felt that the pacing could be better. They could have shown longer takes between the cuts. If they did this, the intensity could be even bigger. Why Ford V Ferrari is such a masterpiece was because of its pacing. It knew how to give the anxiety in the racing track. Don't get us wrong, Gran Turismo is still excellent but to up the ante, they could have made the pacing better with lesser cuts. Sometimes, we thought that the film was in a super rush mood, that they cut too frequently that one lap was over before you even know it.Archie Madekwe as Jann Mardenborough is great. For an up-and-coming actor having to take the lead role, he did a good job portraying Jann. Orlando Bloom as the marketing guy, Danny Moore also did good but David Harbour was the scene stealer here. He plays as Jack Salter, an engineer who helped to train Jann and his fellow competitors. David made his character lively and he made the story more vibrant and colourful with his personality. This trio did carry the movie and it actually made it more interesting.However, some pieces of the characters' story were left untold especially for Danny Moore. Yes, this film is more about GT and Jann, but they could have offered us more on his background story or maybe a bit more screen time to get to know his personality and motivation. We felt this film didn't achieve that. Orlando did good but the script for his character was lacking. Same goes for Jann's mom and dad. Their acting are just superb but they weren't given a chance to flesh out their characters and made the audience understand their behaviours or/and actions. Luckily, the story for Jann was well told.We're impressed by the visual effects of this film. WOW! Their CGI is soooo much better than most Hollywood films nowadays. Even recent Marvel movies couldn't top this. It wasn't perfect for one but it's a very eye-pleasing viewing experience when you get to see CGI that is just as good as this. While some CGI looks a bit animated, that actually made it better. Why? Because it's a game adaptation film and the CGI made it as if we're watching a gameplay. It has one of the best CGIs this year. *Chef's kiss*Verdict: An underdog film about an underdog person, Gran Turismo the Movie features slick car racing drama that serves exactly what fans want. It finds the right balance between telling an inspiring true story and adrenaline-filled racing sequences as the film progresses. While the loose storytelling and pacing can be distracting at times, it still manages to keep the audience engaged all the way until the finish line.","
            8/10
            "
"Gran Turismo","eddie_baggins","15 August 2023","In 2009, up and coming director Neill Blomkamp won fans all over the globe with his release of District 9, a sci-fi debut for the ages that suggested we had just witnessed the arrival of a new generational talent.Fast forward to August 2023 and that very same director is back with his highest profile film in years, a glorified 2 hour plus Playstation commercial with a core cast that includes everyone's favourite Netflix sheriff/father figure and Ginger Spice.BASED ON A TRUE STORY! (In case the marketing teams message didn't quite come across in its incessant reminders to us all that this is not fantasy), Gran Turismo is one of the most inoffensive yet blandest blockbusters of the year as Blomkamp forgoes any of the creativity he showed with District 9 and his lesser sci-fi offerings Elysium and Chappie to put us in the fast lane with Archie Madekwe's Jann Mardenborough, a British gamer who left the comfort of his bedroom driving rig to enter into the very real (and very dangerous) world of organised racing.Following all the tropes in the book and delivering them in a way that makes one suspect the Playstation executives and producers of the film here may as well have sat on Blomkamp's directors chair through the whole process of this film coming to life, you almost wish that Gran Turismo was far worse in a notable way than it is here as the way in which its been bought to life makes it hard to hate with a passion, leaving it as one of those odd films that exists (for whatever reason that may be outside of hoping to sell a few extra PS5 consoles), only to be forgotten about before we've had time to contemplate its being.Reported to have a budget ranging in the $100 million dollar range, Blomkamps crowd-pleaser certainly has a shiny outer rig and it's the exact type of film that is sure to appeal to casual and less demanding of film-goers, racing fans and those that have spent hours on the tracks in the Gran Turismo franchise over the years but for anyone that likes to steer well clear of cliches, one note characters, talented cast members collecting an easy cheque or scripts that feel as though they went through more than a singular draft, Blomkamp's effort here isn't going to provide much value.With a hamstrung cast, that sadly sees the likes of David Harbour and Djimon Hounsou slumming it with roles they could play in their sleep and a hamming it up Orlando Bloom as Nissan marketing guru Danny Moore chewing scenery like its a tasty piece of candy, there was a chance that Gran Turismo's on track action could elevate the overall vibe of the feature or at least ramp up the thrills but compared to recent race-centric offerings like Ford v Ferrai or Rush, Blomkamp's film pales in comparison, unable to ever get its drama or its spectacle out of first gear.Final Say -There have been far worse video game adaptations in the history of cinema, a billion dollar effort earlier in 2023 a prime example, but there's no escaping from the fact that Gran Turismo is an instantly forgettable and entirely unimaginative crowd-pleaser that is destined to be forgotten long before the fumes have dissipated.2 Kenny G songs out of 5Jordan and Eddie (The Movie Guys)","
            4/10
            "
"Gran Turismo","ei-57187","25 July 2023","It's not a video game story. The fame is the platform for the real story. A young man wins an opportunity to become a real racer because of his prowess in the game. This is the tale of how he managed to attain his dream. David Harbour steals the movie from Orlando Bloom with his gruff, cynical view of the racing program and his grudgin change of heart. The racing sequences are spectacular and the effects superb. Don't go because you think it's all about a video game. Go because it's a story about a kid whose father is disappointed in him and his devotion to a game and his dream to be a real racer.","
            10/10
            "
"Gran Turismo","daisukereds","28 September 2023","It's hard one to judge!But it is overall very enjoyable, tense and excellently produced and executed.Above anything, the races and camerawork are certainly the thing to watch it for. The human element reminded me of the people-plot on a Transformers movie.. it is intrinsically a part of it (and very necessary), but it is somewhat skippable, generic and dull. Buuut at the same time, both David Harbour and Djimon Hounsou made the movie for me and would not have enjoyed it without them.I also found it hard to keep in mind that this is something that actually happened 2011 (and should have been big enough for me to hear about it.. but it seems those kind of news don't reach my small country). On the one hand, that factual element makes this an impressive story to tell once you are done watching. But by that same effect, the movie FEELs too much on rails from the start and there are little surprises or memorable moments. Doesn't feel like they had to change or enhance much, as it is all very realistic and safe, and most drama is a checkbox that needed to be ticked. As you can see, I'm on the fence as to how much I liked it.I guess I'm glad I waited for streaming, instead of watching on theaters.","
            6/10
            "
"Gran Turismo","cruise01","28 August 2023","5 out of 5 stars.Gran Turismo is an awesome biographical action sports drama film that is based on a true story about Jann (Archie Madekwe) who gets recruited to be a racer from competing on a video game.It is nice to see the video game adaptation being brought into as a film by using a real story of Nissan corp recruiting young racers that were picked by competing on a Gran Turismo video game. It is an incredible inspiration story that works.The racing sequences are incredible and thrilling. The cinematography and direction literally puts you on the track and close to the drivers seats.The music soundtrack is awesome. The cast ensemble did a great job with there performances. It is one wild thrill ride that's worth seeing.","
            10/10
            "
"Gran Turismo","Xstal","26 September 2023","Imagine replacing professionals with something amateur, like taking people who can't act and the skills they can't transfer, just to aid them on their way, provide poor dialogue to say, the result as you'll find here, is an awful film screenplay. But you may just be a fan, and delight in formula chore, enjoy repeating circles that you want encore and more, alas this is a load of pit, you'll be unable to commit, as contrivances are conjured, from within a cars remit. All in all a painful journey from beginning right to end, the amateur dramatics is impossible to defend, the editing is bleak, the soundtrack pretty weak, if you're conscious at the end, you will be driven round the bend.","
            4/10
            "
"Gran Turismo","GusherPop","8 August 2023","Gran Turismo, directed by Neill Blomkamp, tells the true story of British gamer Jann Mardenborough, who transitioned from a real-life racing career to a big-screen role. The film stars Archie Madakwe as Mardenborough, who joins Team Nissan after winning a contest. Orlando Bloom portrays Nissan marketing executive Danny Moore, while David Harbour plays Jack Salter, a skepticism-driven trainer. Gran Turismo, released in 1997, is PlayStation's biggest-selling title and created by Kazunori Yamauchi. Its meticulous in-game recreations of famous race tracks and cars have helped gamers like Jann gain familiarity with circuits and vehicles in motorsports. However, Yamauchi's achievements are sidelined when Mardenboroug begins his training at the GT Academy. Blomkamp's movie, directed by Jan Blomkamp, films races as if they were video games, filling the screen with graphics that recall the gaming display. Mardenborough tries to prove himself in a arena where he is considered a joke and a liability. Rivalry within the academy arises as ambitious young hotheads vie for a single spot in the big league. In 2006, Nissan marketing executive Darren Cox created a competition and ""academy"" to turn gamers into race car drivers. The popular PlayStation racing simulator, Gran Turismo, was introduced in 1997. In the third year of the ""GT Academy,"" 19-year-old British kid Jann Mardenborough emerged as a star, becoming a professional driver. This inspirational underdog story, which brands like Nissan and PlayStation can partially credit and help underwrite, has gained popularity in the United States due to the Netflix series ""Drive to Survive."" ""Gran Turismo"" has taken this opportunity and made the cliché version of movies like ""Barbie"" and ""Air,"" showcasing that ""brand"" movies can be fresh, vibrant, funny, and entertaining, even when focused on corporate schlubs. The movie, which has gone through several writers and directors, takes immense liberties with its true story and cherry picks elements from various points in Mardenborough's career to make his debut year as dramatic as possible. The film is credited to screenwriters Jason Hall and Zach Baylin and director Neill Blomkamp, who likes to amp up the excitement of a car going 200 miles an hour with cuts, close-ups, and aerial shots. The film's best invention is chief engineer Jack Salter, who is drafted by Nissan to train young racers and keep them safe. Despite being a cussed has-been, Harbour invests him with an ornery warmth, creating laughs and touching moments with Madekwe. The script reduces most other characters to ciphers, with Audrey (Maeve Courtier-Lilley) being the most egregious example. Mardenborough's parents, Steve (Djimon Hounsou) and Lesley (a sweet Geri Halliwell-Horner), may have had more to them in some drafts but are given short shrift in the edit.","
            8/10
            "
"Gran Turismo","bentheimpaler","18 September 2023","In brief, this movie is competantly acted and creatively uses CGI to blurr the lines between the simulator and the film with a couple of amusing real-world sequences being shot to look like gameplay footage.But that is where the positives end.Despite some brilliant actors rounding out the cast, the dialogue all reads like a first draft of the script. There is no subtext, no nuance or real emotional depth to almost every line spoken.In most scenes the characters are essentially just announcing how they feel or what they think with little to no actual conflict brewing as they speak.This lack of human interest might be immaterial to the target audience if the racing alone was worth the price of admission, but most of the cinematography is just as overt and amateurish as the people we are meant to root for, with driving scenes being frankensteined together out of close-ups and rapidfire cuts.At no point is there any appreciation of geography on-screen, with the movie having to literally tack labels above the cars to tell you who is driving it, what their position is, and what lap the race is on. Resultantly, the climax of the movie is only slightly more visually stimulating than reading the wikipedia page on how that race went.I was shocked to see that this was allegedly directed by Neil Blomkamp. Though, given the hyperactive editing and some awkward post-production dubbing thrown in, I would be willing to believe that most faults are as a result of the studio either toying with his vision after the fact, or having hired him as the last-minute-stand-in for whoever actually directed most of the film.This movie is aggressively dull and predictable, and not worth the time to either enjoy it or mock it.Just read Jann Mardenborough's actual story online, and then play the game. This was a failure to capture the appeal of either.","
            5/10
            "
"Gran Turismo","imseeg","22 August 2023","Nothing new. Nothing shocking. Nothing really exhilarating. What a disappointment to see that with all these modern CGI technology available nowadays, Gran Turisma can NOT match many much older racing pictures in visceral exictiment.More bad: many below average acting performances. It doesnt really matter that the story has zero originality, zero suprises, but what does annoy is that this movies' actors are severely lacking in charisma and actor's chemistry.This movie is definitely targetted at a young (gamer) audience, but it doesnt even achieve the thrill of a real computer race game. So why watch it then?Not any good then? If you have enough popcorn and beverages for consumption ready to consume and there is nothing else playing at your local theatre, this might beat staring at your wallpaper at home, but I wouldnt recommend it to anyone, not even the young gamer crowd.","
            4/10
            "
"Gran Turismo","nickpedersen","27 September 2023","I am somewhat disappointed... The movie is made for children and not for grownups like Le mans 66, and it makes the movie uptempo without growing on you when you watch it.Its just fastfood for the eyes. You can leave your brain at home.I was expecting more instead of these stereotypes of people.And the competition they showed us to be selected as the GT driver! Oh my god what a sad sad sad thing to watch. Sony can do better than this. Come on! Its just fastfood for the eyes. You can leave your brain at home.I was expecting more instead of these stereotypes of people.Its just a looooong trailer (commercial) for PlayStation.","
            5/10
            "
"Gran Turismo","kgjmsr","25 July 2023","Take an underdog with sim ""gamer"" experience and see if he can hack it in a real racecar. Toss in a demanding dad, a coach with a past, a training montage and an executive taking a big risk. The entire story is laid out in front of you like a familiar race course.**But go see it on the big screen**The story is quick, goes fast, navigates the cliches and is filmed beautifully. The temptation to overlay ""game play"" looking visuals is not overdone, and the in-car visuals are stunning (it is why you want to see this on the big screen). The actual person was the stunt double for his part.Much like in theater Rocky ~ our audience was into it fully, cheering at the right spots. I cannot speak to how authentic it was to the ""real story"", but the race after race to get an FIA license, the crash, the triumph at Le Mans ~ made for a great story arc.","
            8/10
            "
"Gran Turismo","Fella_shibby","5 September 2023","I saw this with my wife n son (my daughter skipped this) in Sterling theatre, South Mumbai. I visited this theatre almost aft 26 years man.The movie has solid star cast n is a must watch for racing movies' fans.Apart from Super Mario Bros n GTA, i havent played that many games forget the Gran Turismo one n inspite of this, all of us enjoyed this movie.The physical training as well as the race training wasnt given more footage, the love angle was unncessary added n not a single moment was spent on showing how the real cars n real gears works.I found one thing very objectionable.Depicting the real life tragic crash where one spectator died as a motivational moment for the protagonist's journey to his future endeavours was totally uncalled for.","
            8/10
            "
"Gran Turismo","hoschioliver","3 October 2023","So the Movie starts not that bad, good Quality, superb footage, great camera work, really nice FX. But then it all falls apart.Its slow, boring, and extremly unrealistic. A Movie based on game that promisses realistic physics and overall realism. But the Movie is the opposit.So what is unrealistic? These are no crash races, and the driver from Capa rams other cars, like he drives bumper cars. In no racing league he would get away with this.The car driving physics are also not realistic.And what was it about the 24 hours of le mans? Why are they starting in the middle of the lap? Where is the end lap after the 24 hours? What is going on here?And that brings me to the characters. Why nobody has a deep Background Story? Every guy or girl that is in the movie has no story, except the main character. And this makes it boring as hell.Even the main character is not very likeable, typical stereotype you don´t care of.The movie lacks in deep character development, knowledge of cars and racing and how to build tension. Wow almost every race ""Photo Finish!"". This makes no tension, this makes headaches.Sorry to say that, but the makers of this flick has no clue about what they had to do. If they had, they would not do so much dumb mistakes. Ramming other Cars and so.So yeah, another garbage game to video adoption.","
            3/10
            "
"Gran Turismo","amigo-68770","8 October 2023","Starts from last place, and breaks through to first, accident and a motivating coach - it's all in the movieAll racing footage is taken from the game.And the amount of nonsense cannot be counted all.A completely new car, lack of physical training that would allow you to normally drive the 24 hours of Le Mans - this is not a problem that would easily beat professional racers, former F1 and endurance racers, after just 3-4 months begans of career.Laughed out loud when at the end of the race Jann decides to drive along new trajectories :)
And the trajectories that have been rolled over the years and rubberized are all nonsense :)","
            2/10
            "
