"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"The Pope's Exorcist","arungeorge13","6 May 2023","Julius Avery's films Overlord and Samaritan have offered differing outputs and satisfaction levels, but one thing that made them both stand out is their unique visual signature. So, when he ventures into an exorcism film set in Spain with Russell Crowe starrring, there's always a sense of ""oh let's see how that turns out."" That's just natural excitement! But the plot, the house-with-dark-secrets setting, the Vatican connection, the generic exorcism scenes - everything comes with a seen-that-before stamp. There's also some excessive CGI which is off-putting in horror films, further dissolving the overall impact.I'll give credit to Avery for some of the wider, panoramic shots. However, most of the interior scenes not only lack the basic horror ingredient (i.e. The element of surprise) but also the decision to juxtapose humour in critical situations takes the whole damn wind out of the sails. It works only when the humour is situationally dark and organic (like in, say Evil Dead Rise) but here, everyone except for Crowe's character is shown to be pissing their pants. And that includes the Pope himself. Also, the supporting cast is pretty hit-and-miss. Ultimately, this film does nothing for the exorcism sub-genre. It ends up being just another exorcism flick with very little redeemable qualities.","4/10"
"The Pope's Exorcist","FeastMode","7 May 2023","From my review for Prey for the Devil (2 stars): ""I also think I might be done with exorcism horror flicks. A couple come out each year and they're usually useless.""Because of this, I originally had no interest in The Pope's Exorcist. But I saw some good buzz around it and gave in. I thought it might be different. Why would I think that?How many times can we see a cross turn upside down? How many times can we see a body contortionist? How many times can we see a priest yelling at the possessed? How many times can we see someone thrown against a wall?It's all the same, and I don't know how people continue to be scared or entertained by it. This movie could not get me even 1% invested, intrigued or scared. I didn't care about anything except maybe how often the lead actress makes the same facial expression. (1 viewing, 5/6/2023)","2/10"
"The Pope's Exorcist","eoinpgeary","11 April 2023","Finally, I am sick to death of horror movies that solely rely on jump scares to call it a horror, this story had a bit of weight to it and I was happy overall.So it's your average story, the chief exorcist is sent to do an exorcism, what changes this movie is that it has a nice to to the Vatican and the church dating way back and many hidden secrets.Russel Crowe was fantastic, having an actor that can bring a certain charm to a role like this is definitely drawing.The ""scenes"" were all good and it took a route I wasn't expecting. The CG was good along worth an effective score and good prosthetics. The supporting cast were good and i especially enjoyed father Thomas.There were some times that felt a little unnecessary BUT the good outweighs the bad in this one and I can honestly see a sequel if it does well. I'd recommend going out to see it in cinema !","7/10"
"The Pope's Exorcist","Jester222","5 May 2023","SPOILERS.Predictable and cheesey ""You're all going to die"" (delivered with zero menace by a child actor, they should have looked harder because he's unconvincing or maybe its the direction) and some scenes are unintentionally hilarious. ""Wrong Priest"" 😁 and the ""Panty Sniffer "" priest who is totally useless and his acting b movie level. Is it meant to be a dark comedy? Also would you seriously leave a young boy alone with a Catholic priest!?.The films desperation to add shocking dialogue from a child fails and it all still pales in comparison to The Exorcist even now after all these years. Some very poor cgi throughout.The Demon sounds like one of the Orcs from Lord of the Rings. Like a London Taxi Driver with a sore throat. Ha ha.Its cliche after cliche. Crowes accent isn't as annoying as I thought from Trailer and his acting is strong considering the turd he is in.Who the hell directed this? Is it their first Horror film? It fails to have any genuine
The location is magnificent though love that place. 😍 and some impressive sets. But its full fat cheese.The fact they try to pass off all the child sex abuse of the Catholic Church because of Satan is insulting to all those who were abused.Despite all these negatives. I am still kinda enjoyed parts of it as a comedy. Things try best pick up once they enter the Catacomb but its a mess at the end of the day.","3/10"
"The Pope's Exorcist","SnoopyStyle","14 May 2023","It's 1987. Father Gabriel Amorth (Russell Crowe) is the Chief Exorcist appointed by the Pope (Franco Nero). He faces skeptism from some in the church. He refers 98% of his cases to the medical professionals. He is called to Spain for a dangerous case. Widower Julia (Alex Essoe) and her two kids, Henry and Amy, moved into an old Abbey inherited from her late husband. Henry becomes possessed. Father Esquibel (Daniel Zovatto) is the local priest.This suffers from the standard horror problem. The family would never stay in the house especially after the gas problem. Sure, the fireballs are fun, but no reasonable family would stay in a place that could blow up at any time. Amorth gives the mom a reason to stay, but the hot teen has to stay for completely different non-story reasons. Aside from that, this is a fine possession horror. It's not great. Russell Crowe gives this movie some heft. I would definitely play up the 'based on real story' aspect even if it's not true. The movie seems to end with sequels in mind. I don't see any of that coming.","6/10"
"The Pope's Exorcist","ajikude","6 May 2023","I didn't have high expectations but it was more boring than I thought. Russell does his part acting but the script is simple, sophomoreish and the dialogue is predictable and simple The costume is not realistic, too new, the acting of the kids are too woody. The special effects are laughable. The most scary scenes I found myself laughing out loud...The scare scenes are too predictable and not scary...the cinemato6is sometimes good and sometimes very bad, the music is over dramatic, they rely too much on using the music to make it dramatic...I would not recommend watching this unless you were stoned at home or if there was nothing else on TV. I certainly would not pay to watch it.","2/10"
"The Pope's Exorcist","Hussain-AL-Naseer","29 April 2023","The Pope's Exorcist is another cliched horror movie that fails to offer anything new or innovative to the genre. The story revolves around the same old tired tropes of a haunted mansion, a family moving in, and a malevolent ghost targeting a child. The film lacks any jump scares or truly scary moments, relying instead on tired and predictable horror clichés.Even the presence of Russell Crowe fails to elevate the film, as he is given a limited scope of work and ultimately cannot save the movie from its own mediocrity. The Pope's Exorcist is a disappointing addition to the horror genre and fails to bring anything new or worthwhile to the table.","3/10"
"The Pope's Exorcist","xxmisssvxx","20 April 2023","As someone that loves movies in general and often reviews films as they are, I saw this film last week and it was surprisingly better than expected. Is it golden globe worthy? Not at all but it is worthy enough to deliver what it was supposed to do? Yes. I love exorcism based films for the stories they tell and the types of demons we learn about through the stories. Exorcism films generally focus more on a storyline rather than the adrenaline of scare that differs (and separates) from the elements of creepiness. The Pope's Exorcist does just that - focuses on the story without much of the scare factor, which is exactly what this film should be, and is. That's what I wanted and got - a story. The only creepy elements are the castle, the grounds of the home itself. That's it. The cinematography was beautiful and the demon/possessions revealed in this film was solid; the aggressiveness of the demon. Russell Crowe delivers a strong performance with a pinch of sarcasm that compliments his character..
.The only element I didn't care for was the family, specifically the actors that were cast for their characters didn't fit the film in my opinion. Especially the actor cast as the daughter-who looked and felt disconnected. She was not the best choice for this role in my opinion; she just didn't fit in. This film is worth seeing but it won't be your first choice..
.Cinematography & Film Setting: 9
Characters: 7.5
Storyline: 7
Overall Rating: 7.5.","7/10"
"The Pope's Exorcist","Howling_at_the_Moon_Reviews","23 August 2023","So I will say that this was better than I expected it to be. While the story wasn't anything crazy original or innovative, it was still thoroughly entertaining with solid and engaging pacing and decent acting across the board.Despite some wavering with the accent, and some cliche humor, I thought Crowe did a good job and I enjoyed his character. The mother also did a solid job, I am a fan of Alex Essoe. The only acting that stuck out negatively to me was that of Cardinal Sullivan.While I think this story would have been a bit more successful with something different than every other exorcism tale... it was very atmospheric, awesome locations and some really cool CGI/special effects. I don't think this will blow you away by any means but it is most certainly an entertaining, spooky experience.Despite its biggest downfall being lack of originality and recycling of clichés and tropes, I think a lot of other positives took up for that. 6.5 rounding to a 7, would recommend.","7/10"
"The Pope's Exorcist","vengeance20","7 April 2023","Saw a few previews for this prior to watching & to be fair, wasn't expecting much, the previews didn't exactly show much or sell the film to me as such. But, being a horror fan I went into see this anyway.Inspired by the actual files of Father Gabriele Amorth, Chief Exorcist of the Vatican. The film follows Amorth in the summer of 1987 as he investigates a young boy's terrifying possession & ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.I found the film to be surprisingly good! At first, it seemed to be pretty sub standard stuff for a supernatural flick, though not bad. But, when it got to the middle & really broke in, it started to really show some good stuff going on & by the third act & the end, it was ace!The films runtime isn't bad at 97 minutes (1 hour & 37 minute), along with it's pacing which is a little slow in areas, but not bad. The characters of the family could've been better developed more I think, but the story is good & the visuals are pretty ace too along with a great triumph of an ending!Overall, it's a great film supernatural horror film! It isn't groundbreaking stuff, but what does it matter? It's got a good (true) story, has some great & scary visuals & a triumph of an ending you'll love! Russell Crowe is good in this & with a great runtime, & not bad pacing, this is one supernatural flick you won't want to miss!9/10.","9/10"
"The Pope's Exorcist","scootm16","14 April 2023","Wow what a boring, bland piece of demonic trash! Almost nothing happens this entire movie that takes place in basically one setting. Every trope ever conceived in an exorcism movie is on full display, but in the most bland way possible. It's as if the director doesn't know how to orchestrate tension because there was ZERO.The demon was an absolute joke with little to no power. All the demon would do was stay tied to the bed and yell terribly wirtten expletives that you would hear a 9 year-old yell in an Xbox Live lobby.The only somewhat redeeming/entertaining factor of this movie was Russell Crowe in an extremely random role. Still, they didn't let Crowe chew the scenery enough because the director probably wanted to keep the vibe of the movie ""dark and horrifying"", though it was most definitely neither.There was also a terrible part during the finale where Crowe and his sidekick pull out their crosses for one last chance at beating the demon. I kid you not, when they pulled out the crosses, they made a high-pitched ""power-up"" noise, as if the crosses were charging up a power attack. What an absolute joke!I can't believe all the people giving this dumpster fire a 9 or 10. Thats just complete disrespect to cinema and you should be thrown to the depths of Hell for such blasphemy.3.5/10.","3/10"
"The Pope's Exorcist","Lomax343","1 May 2023","Fifty years ago, The Exorcist was a groundbreaking piece of cinema. This tired and tiring rip-off, is a disgrace.Here are the differences between the two: The sick child is a boy, the projectile vomit is red, and the spider-crawl wasn't left on the cutting-room floor.Here are the similarities: Everything else. People in the cinema were laughing as they audibly ticked off a check-list.To be fair to Russell Crowe, the only thing he really did wrong was to agree to appear in the first place. To be fair to the rest of the cast, some of them were too young to realise what a travesty they'd got themselves into.To be fair to the writer, the director and the producer(s) you would need a pointed stick.","2/10"
"The Pope's Exorcist","iboso64","20 April 2023","SPOILER Russel Crowe is fun, and the movie moves along quite nicely. There's a mystery that must be solved, too. Wonderful special effects, and a game cast round out what should have been a fun, occasionally scary (whatever that means) movie. Unfortunately...In two different scenes, Father Exorcist discovers ""truths"" about the past of the Catholic Church, regarding their most infamous, uh, transgressions; The Spanish Inquisition and the more recent, decades-long sexual abuse scandal. And what is the film's conclusion, you ask? That the Devil did it all. Not humans. The Devil. This film literally vomited all over everyone who ever suffered at the hands of the Catholic Church.Good going.","1/10"
"The Pope's Exorcist","classicsoncall","18 July 2023","I haven't seen a lot of other movies of this type since 1973's ""The Exorcist"", so I can't relate to other reviewers remarking how this one resembles 'hundreds' of other films about exorcism. If there were hundreds of other exorcist movies, I think I'd at least be aware of them. For what this was, I thought it was pretty good. Russell Crowe portrays a dedicated but sometimes ribald servant of God, placed in the unenviable position of being a handpicked exorcist for the Pope. The Pope is never mentioned by name, but the years 1986 through 2016 coincide with the papacies of John Paul II, Benedict XVI and current Pope Francis. The one in the story, portrayed by Franco Nero, most closely resembles John Paul II, who reigned from 1978 till 2005.Though the movie follows a fairly traditional formula (like those hundreds of others), I thought it was well done. The opening scene prepares the viewer for the idea that most cases of presumed demonic possession are really something else requiring a doctor or psychiatrist to sort out. I wouldn't have expected the ratio to be 98:2, but on reflection, that seems to make sense. So, when Father Gabriel Amorth (Crowe) is dispatched to Spain to investigate the case of a young boy named Henry (Peter de Souza-Feighoney), he's immediately confronted by a demon that even he realizes will require immense effort to free the youth. Assisting Amorth is the local priest, Father Tomas Esquibel (Daniel Zovatto), who harbors a few secrets of his own that he must confess before the sacred rituals begin.A subtext of the picture involves the origins of the Spanish Inquisition and its origins, a topic I'm not familiar enough with to comment on, but something I'll want to investigate further. I'll also want to investigate the story of the real Father Gabriel Amorth, beginning with the William Friedkin directed documentary, ""The Devil and Father Amorth"", and maybe even pick up one of the books by the good Father. By all accounts, including the movie, they're supposed to be real good.","8/10"
"The Pope's Exorcist","fairlesssam","5 May 2023","This movie is nothing new, the same has been done so many times before and much better than this. The plot is slow and boring, nothing is unexpected or exciting. The cast don't give any kind of charisma or gel well. The use of Ralph Ineson's voice for the demon was very distracting and, because its so recognisable, had a negative effect on the believability while watching. The lack of originality was frustrating and I found it very difficult to engage in what was happening or even care.On the positive side, Peter DeSouza-Feighoney is quite an incredible actor. He stole the show and, for me, was the only good thing to come out of it.","2/10"
"The Pope's Exorcist","flicklover","20 April 2023","When u saw the trailer for this film I was like here we go again. Another demon possession film that will use the tropes that every film of this kind have used since The Exorcist. I understand that they are tropes that are necessary fur this type of film. There have been some, very few films about demonic possession that have been good. It is a tired sub genre that is just run out of good ideas.The Pope's Exorcist supposedly has two things going for it. It has Russell Crowe as Father Gabriele Amorth. This priest was a real exorcist at The Vatican so the trailer says the film is based on a true story. I had heard of Father Amourth and it would have been interesting to see a film that was about this man's pretty unique life. What we get is a very hammy performance by Crowe. But a bad performance but he seemed to be playing this with a wink. The story is about a widowed mother and her two kids that move into an abbey in Spain that was left to them by her husband. The son gets possessed by a demon so the Pope asks Father Amourth to go and investigate and perform an exorcism if needed. No more plot explanation needed. The family is just there to be victimized by the demon. We do not really get any time to care about this family so what happens to the boy is just plays as a checklist of every visual trope that has ever been put in one these films. There is no atmosphere, no tension, no sense of dread. Just a been there done that series of scenes that we've seen hundreds of times. Another arrives and of course starts the exorcism and we get a CGI filled, uninspired mid budget special effects battle. The film is not bad as much as it is lazy. Russel Crowe does his best to bring some value to the film but he can't save it.An uninspired, lazy, completely forgettable film.Grade: D.","4/10"
"The Pope's Exorcist","JPEI64","17 April 2023","A load of tripe disguised as a 'horror' movie, by using the Catholic Church (a favourite punching bag), the Pope and the Catholic faith as a crutch. It is to the Vatican's credit that no one objected to this drivel.Dreadful storyline, acting, script and dialogues. The kid looks anything but evil. Everything is hyper bloated to include explosions, bloody mouths spewing obscenities, twisting bodies and ear shattering screams - none of which are horrifying, - rather tiresome.So it's a been there done that movie that drains you halfway and just when you thought everyone's done, the voice says 'We' re not done yet!'. Aaaagh! The horrors!!Watch it if your cinemas has great popcorn and snacks. Otherwise, strictly avoid and offer a prayer for everyone connected with this nonsense.","1/10"
"The Pope's Exorcist","chris_rowe-881-168820","12 April 2023","I watch a lot of movies and horrors are a particular favourite of mine but with actors/budget this one has I expected it to be atleast decent but I'd put it down as one of the worst films I've ever seen, I nearly walked out at multiple points as it just got dumber and dumber and was trying to act like it was a credit for or serious film, even potentially teasing more, but I hope that was just explaining their future as this is s world that never needs revisiting.Why on earth did they cast him as the lead? I mean his name value isn't as big as it was but he was awful, his accent, delivery and well just about everything was bad here, I'd have been so embarrassed. Surely their are Italian actors or ones who could've leant credibility to the role?The effects were tragic, the stuff with the women was hilarious but again looked ridiculous and the family weren't remotely interesting or likeable and some of the stuff the little boy said will no doubt be used as a joke for years to come.It was all so corny and ridiculous, there was nothing remotely scary, the story was rotten and the acting was even worse. Don't waste your money, I've seen plenty of exorcist movies from big obvious ones to budget dvd ones and this isn't even good enough to be a cheap dvd, avoid!","1/10"
"The Pope's Exorcist","ryandannar","9 September 2023","I don't think I'm going to leave a proper review of this movie, because it doesn't really deserve it. But you, dear reader, do deserve to know that this is probably the funniest exorcism movie I have ever seen.Was it supposed to be funny? I am not sure. It does seem like Russell Crowe is having a grand time playing the titular character. His role calls for broad gravitas delivered with a knowing wink, and Crowe handles the demands of the part like it's a piece a'cake, and looks like he's having a lot of fun doing it.But if the movie was intended to be camp, Russell Crowe seems to have been the only actor who got the memo. Everything about this movie is so overstated and ridiculous that it's impossible for it to be anything but funny.And yet, there is definitely something enjoyable about watching a bad horror film that makes you laugh at its awfulness. Despite blood, and bodily contortions, and blasphemous curses, ""The Pope's Exorcist"" never succeeds at being even a little bit scary. Nor does it succeed in having anything interesting to say, theologically, other than the notion that church atrocities may have been ""the work of the devil!""(I mean, come on, what isn't ""the work of the devil?"" I live in the overwhelmingly Christian state of Oklahoma, and I can assure you that if anyone ever did anything bad - or ever took pleasure in anything that made someone else feel icky - it was ""the work of the devil."" To me, calling something ""the work of the devil"" is akin to letting someone off the hook for their actions, disavowing personal responsibility, and/or shaming those who are different than you.)I digress. Anyway, the best exorcism films out there are still the original ""The Exorcist,"" and perhaps ""The Exorcist III."" Those films are scary not only because of horrific imagery, but also because they have a genuine interest in honest theological questions.In comparison, ""The Pope's Exorcist"" is about as scary as an episode of ""Scooby Doo."" But I did laugh almost continuously during this movie because it was so hilariously bad. And that's not worth nothing. Hence, four stars out of 10.","4/10"
"The Pope's Exorcist","CinemaSerf","13 April 2023","Based on a real character from the murkier side of quite recent Vatican operations, Russell Crowe dons his cassock and travels to a remote abbey in Spain where his meets with ""Fr. Esquibel"" (Daniel Zovatto). Why? Well it seems that a young boy is being possessed by a singularly nasty demon. Now Fr. Amorth is not unused to these scenarios and is also aware that the vast majority of these situations have nothing to do with satanic practices and more to do with mental health issues. Quickly, though, he realises that this is a serious and potentially deadly demonisation and both he and his colleague must discover what went on at this place and just who their violent foe is, before they can have any hope of casting it back into the shadows. That's the plot, and to be fair Crowe actually plays his character with a bit of charisma, but the rest of this is the same old loudly scored, visual effects feast with plenty of routine dramatic scenes: screaming, eye-popping, ceiling climbing, bodies and holy water thrown about the place and this one even has a bit of the Spanish Inquisition thrown in for added authenticity. It's not that is terrible - it isn't; it is just all so very derivative. Just because the exorcist was real doesn't actually make this film any different from an whole spate of other similar films that have the same beginning, middle, and end... It will do fine on the television around Halloween, but the cinema adds little to the presentation. It's nice to see that Franco Nero is still making films, but otherwise this is adequate, but nothing more.","6/10"
"The Pope's Exorcist","kosmasp","18 April 2023","No pun intended - actually puns, considering the layers I used with my summary line there. Probably more than I thought of at first. And the movie also way more entertaining and fun (in more than one way), than I expected. I have to admit, I actually thought this movie would not be any good ... maybe decent at best. So maybe I am going over the top a bit with the rating - or I am just right about that (only slightly kidding with that).Russell Crowe really seems to have fun with the character. Well it is based on an actual person - and the story is based on something he wrote (which supposedly or allegedly is really good - the end credits remind us of that). While there can only be one Exorcist (no pun intended, as in movie that is), there can be other movies that depict and have nice stories and/or characters.I had to endure some people in the cinema that were not really understanding the concept of cinemas and others not wanting to hear their voices - the woman going ""now now now"" right before a scary scene or jump scare was about to happen - very annoying. But I was able to blend that out, plus the movie was loud enough in the appropriate scenes for that not to matter. So even with having to endure stuff like that, I had a good time.Now the movie is not without flaws - the ... attempt to clear a lot of evil the church has done is quite brazen for example ... but I take it as creative freedom. Also not the worst idea if you want to plead not guilty ... you'll understand once you watch the movie.Good acting, good effects and while not every character may get the depth they deserve the planting/seeding and sowing ... works quite well. Blink and you'll miss some of the good things the cinematography has laid out for you - without the director putting too much emphasis on it. Especially when it is not spoon fed to you. Sometimes you have to let things fly/free ... they will come back to you (and with that pun I bid farewell - may the power of .. whatever you believe help you)","9/10"
"The Pope's Exorcist","allmoviesfan","24 July 2023","Not the best Italian accent from Australia's own Russell Crowe, but an interesting if dark and violent film based on a true story of Father Gabriele Amorth, apparently a somewhat cantankerous Vatican priest, and his attempts to try and free a possessed boy in Spain.What follows is, to be frank, fairly grim (there is not much in the way of sunshine and warm feelings in this one), and tests Amorth's faith. Crowe is pretty good in the role, a hulking sort of man with a weathered face who seems fairly implacable, even in the face of pure evil. The exorcism uncovers some awkward truths for the Catholic church. The finale was very well done, everything building to a crescendo.Not a religious person by any stretch, but I nonetheless found this darkly entertaining. Other than the accent issues, I thought Russell Crowe did a good job.","6/10"
